Front,Back,Tags
What sample volume in m³ results from 2.2 L/min for 7.5 h?,"0.990 m³.

Reference: Modern formula: BGC 2026 CIH Equation Sheet pp.2–3; book topic: 5th ed., pp.149–206, 487–521, Appendix D.",CIH_Hardcore_V2 Integrated_Problem_Solving
What concentration results from 4.95 mg collected in .990 m³?,"5.0 mg/m³.

Reference: Modern formula: BGC 2026 CIH Equation Sheet pp.2–3; book topic: 5th ed., pp.149–206, 487–521, Appendix D.",CIH_Hardcore_V2 Integrated_Problem_Solving
"What mixed concentration results from 500 cfm at 300 ppm plus 1,500 cfm at 100 ppm?","150 ppm.

Reference: Modern formula: BGC 2026 CIH Equation Sheet pp.2–3; book topic: 5th ed., pp.149–206, 487–521, Appendix D.",CIH_Hardcore_V2 Integrated_Problem_Solving
What TWA metabolic rate results from 400 W/m² for 15 min and 200 W/m² for 45 min in the integrated problem set?,"250 W/m².

Reference: Modern formula: BGC 2026 CIH Equation Sheet pp.2–3; book topic: 5th ed., pp.149–206, 487–521, Appendix D.",CIH_Hardcore_V2 Integrated_Problem_Solving
What adjusted WBGT results from measured 26°C and clothing adjustment +3.5°C?,"29.5°C.

Reference: Modern formula: BGC 2026 CIH Equation Sheet pp.2–3; book topic: 5th ed., pp.149–206, 487–521, Appendix D.",CIH_Hardcore_V2 Integrated_Problem_Solving
"What concentration remains after 5 min in a 10,000-ft³ room with Q′=2,000 cfm starting at 800 ppm?","≈294.3 ppm.

Reference: Modern formula: BGC 2026 CIH Equation Sheet pp.2–3; book topic: 5th ed., pp.149–206, 487–521, Appendix D.",CIH_Hardcore_V2 Integrated_Problem_Solving
How long does that room take to fall from 800 to 80 ppm?,"≈11.51 min.

Reference: Modern formula: BGC 2026 CIH Equation Sheet pp.2–3; book topic: 5th ed., pp.149–206, 487–521, Appendix D.",CIH_Hardcore_V2 Integrated_Problem_Solving
What simplified LCL results from ratio 1.30 and SAE .20?,"1.10.

Reference: Modern formula: BGC 2026 CIH Equation Sheet pp.2–3; book topic: 5th ed., pp.149–206, 487–521, Appendix D.",CIH_Hardcore_V2 Integrated_Problem_Solving
What OSHA TWA corresponds to 95% dose?,"≈89.65 dBA.

Reference: Modern formula: BGC 2026 CIH Equation Sheet pp.2–3; book topic: 5th ed., pp.149–206, 487–521, Appendix D.",CIH_Hardcore_V2 Integrated_Problem_Solving
What combined level results from independent 80- and 83-dB sources in the integrated problem set?,"≈84.76 dB.

Reference: Modern formula: BGC 2026 CIH Equation Sheet pp.2–3; book topic: 5th ed., pp.149–206, 487–521, Appendix D.",CIH_Hardcore_V2 Integrated_Problem_Solving
What ppm corresponds to vapor partial pressure 15 mmHg at 760 mmHg total?,"≈19,737 ppm.

Reference: Modern formula: BGC 2026 CIH Equation Sheet pp.2–3; book topic: 5th ed., pp.149–206, 487–521, Appendix D.",CIH_Hardcore_V2 Integrated_Problem_Solving
What dose results from 100 µSv/h for .5 h plus 20 µSv/h for 1.5 h?,"80 µSv.

Reference: Modern formula: BGC 2026 CIH Equation Sheet pp.2–3; book topic: 5th ed., pp.149–206, 487–521, Appendix D.",CIH_Hardcore_V2 Integrated_Problem_Solving
"What airflow is required for 0.75 ft² opening at 1,000 fpm?","750 cfm.

Reference: Modern formula: BGC 2026 CIH Equation Sheet pp.2–3; book topic: 5th ed., pp.149–206, 487–521, Appendix D.",CIH_Hardcore_V2 Integrated_Problem_Solving
What fan pressure factor results from increasing RPM 20% at constant diameter?,"1.44×.

Reference: Modern formula: BGC 2026 CIH Equation Sheet pp.2–3; book topic: 5th ed., pp.149–206, 487–521, Appendix D.",CIH_Hardcore_V2 Integrated_Problem_Solving
What fan power factor results from increasing RPM 20% at constant diameter?,"1.728×.

Reference: Modern formula: BGC 2026 CIH Equation Sheet pp.2–3; book topic: 5th ed., pp.149–206, 487–521, Appendix D.",CIH_Hardcore_V2 Integrated_Problem_Solving
What percent above a 30°C criterion is an adjusted WBGT of 33°C?,"10%.

Reference: Modern formula: BGC 2026 CIH Equation Sheet pp.2–3; book topic: 5th ed., pp.149–206, 487–521, Appendix D.",CIH_Hardcore_V2 Integrated_Problem_Solving
