Front,Back,Tags
What is occupational health nursing focused on?,"Promotion, protection, and restoration of worker health within the context of a safe and healthy work environment.

Reference: pp. 775–791 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH26 CIH_IHProgram Concept
What is a primary-prevention orientation in occupational health nursing?,"Emphasis on preventing injury and illness before they occur through hazard control, health promotion, education, and surveillance.

Reference: pp. 775–791 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH26 CIH_IHProgram Concept
What is case management?,"Coordinating care and return-to-work processes for workers who become injured or ill.

Reference: pp. 775–791 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH26 CIH_IHProgram Concept
What health education functions can an occupational health nurse perform?,"Counseling, health education, training, prevention programs, and worker communication.

Reference: pp. 775–791 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH26 CIH_RiskAnalysis Concept
Why is the worksite important to occupational health nursing?,"It provides the context in which work exposures, job demands, health status, and prevention opportunities interact.

Reference: pp. 775–791 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH26 CIH_WorkEnvironments Concept
How can OHNs contribute to exposure assessment?,"They can provide clinical observations, worker histories, health trends, and information about symptoms associated with work tasks.

Reference: pp. 775–791 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH26 CIH_AirSampling Concept
Why is interdisciplinary cooperation important?,"IH, nursing, medicine, safety, management, and employees contribute different information needed for comprehensive prevention.

Reference: pp. 775–791 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH26 CIH_IHProgram Concept
What is health promotion?,"Efforts that support workers in improving and maintaining health, in addition to preventing occupational disease.

Reference: pp. 775–791 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH26 CIH_IHProgram Concept
What is secondary prevention?,"Early detection and intervention to prevent progression of disease or impairment.

Reference: pp. 775–791 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH26 CIH_RiskAnalysis Concept
What is tertiary prevention?,"Management of established disease or impairment to reduce disability and restore function where possible.

Reference: pp. 775–791 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH26 CIH_RiskAnalysis Concept
What is the primary objective of an industrial hygiene program?,"Prevention of occupational disease and injury through anticipation, recognition, evaluation, and control of health hazards.

Reference: p. 793 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH27 CIH_IHProgram Concept
What three characterizations begin the exposure-assessment strategy described in Chapter 27?,"Workplace characterization, workforce characterization, and agent characterization.

Reference: pp. 795–796 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH27 CIH_AirSampling Concept
What is a similar exposure group (SEG)?,"A group of workers expected to have the same or similar exposure profile to an environmental agent based on workplace, workforce, and agent information.

Reference: p. 796 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH27 CIH_AirSampling Concept
What is workplace characterization?,"Description of workplace processes and operations, emphasizing areas with potential exposure to environmental hazards.

Reference: p. 796 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH27 CIH_AirSampling Concept
What is workforce characterization?,"Grouping and description of employees with similar work duties or job classifications.

Reference: p. 796 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH27 CIH_AirSampling Concept
What is agent characterization?,"An inventory and description of environmental agents, including health effects, use, quantities, and physical properties.

Reference: p. 796 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH27 CIH_AirSampling Concept
What are common subcategories of an IH program listed in the book?,"Health/safety policy, management responsibilities, hazard communication, chemical/equipment authorization, exposure assessment, ventilation, IAQ, ergonomics, radiation, hearing conservation, toxic gases, biohazards, PPE, emergency response, inspections/audits, and related areas.

Reference: p. 796 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH27 CIH_IHProgram Concept
What are the five phases of an audit described in the chapter?,"Opening conference; information gathering; analysis/confirmation; closing conference; report of findings.

Reference: p. 800 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH27 CIH_IHProgram Concept
Why is audit follow-up essential?,"Without action plans, progress reports, or follow-up audits, much of the audit's value can be lost.

Reference: p. 800 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH27 CIH_IHProgram Concept
What does effective training require according to the chapter?,"A demonstrated need, clear measurable objectives, activities that build the desired skills/knowledge, participation and practice, evaluation, and revision when needed.

Reference: pp. 798–799 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH27 CIH_IHProgram Concept
What was the main regulatory situation before 1970 described in the book?,"Occupational safety and health regulation was largely a state responsibility, with limited uniformity and enforcement.

Reference: p. 807 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH28 CIH_IHProgram Concept
What federal law created OSHA?,"The Occupational Safety and Health Act of 1970 (OSHAct).

Reference: pp. 807–810 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH28 CIH_IHProgram Concept
What broad authority does the OSHAct give the Secretary of Labor?,"Authority to promulgate/modify/revoke standards, conduct inspections and investigations, issue citations and penalties, require records, address imminent danger, and oversee state plans.

Reference: p. 808 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH28 CIH_IHProgram Concept
What is a PEL?,"A Permissible Exposure Limit established by OSHA and carrying the force of law.

Reference: pp. 809–810 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH28 CIH_RiskAnalysis Concept
What is a NIOSH REL?,"A Recommended Exposure Limit developed by NIOSH to guide occupational exposure control and OSHA rulemaking.

Reference: pp. 809–810 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH28 CIH_RiskAnalysis Concept
What is an ACGIH TLV?,"A health-based guideline published by ACGIH; the book emphasizes that TLVs are not mandatory OSHA standards.

Reference: p. 24 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH28 CIH_RiskAnalysis Concept
Why should a hygienist distinguish PELs from TLVs?,"They differ in legal status and development; a TLV is a voluntary professional guideline, whereas an OSHA PEL is a regulatory requirement.

Reference: p. 24 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH28 CIH_RiskAnalysis Concept
What is an OSHA standard?,"A legally enforceable occupational safety or health requirement promulgated under federal authority.

Reference: pp. 807–823 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH28 CIH_IHProgram Concept
What is an imminent danger concept?,"A situation in which workplace conditions could reasonably be expected to cause death or serious physical harm before normal enforcement procedures could eliminate the danger.

Reference: pp. 808–823 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH28 CIH_IHProgram Concept
Why are recordkeeping requirements important?,"They support regulatory compliance, program evaluation, trend analysis, and documentation of occupational injuries/illnesses and hazards.

Reference: pp. 807–823 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH28 CIH_IHProgram Concept
When was the Occupational Safety and Health Act adopted?,"December 1970, according to the history presented in Chapter 29.

Reference: pp. 825–827 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH29 CIH_IHProgram Concept
What federal agency was created by the OSHAct to administer and enforce occupational safety and health standards?,"The Occupational Safety and Health Administration (OSHA).

Reference: pp. 825–830 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH29 CIH_IHProgram Concept
What independent commission did the OSHAct establish to review OSHA contested cases?,"The Occupational Safety and Health Review Commission (OSHRC).

Reference: pp. 900–901 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH29 CIH_IHProgram Concept
What is the basic purpose of OSHA's enforcement function?,"To promote compliance with occupational safety and health requirements and protect workers through standards, inspections, citations, and related activities.

Reference: pp. 825–892 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH29 CIH_IHProgram Concept
What was a major development in OSHA's noise regulation history described in the chapter?,"The Hearing Conservation Amendment became effective in 1983 after extensive rulemaking and litigation.

Reference: pp. 870–875 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH29 CIH_Noise Concept
What is OSHA's relationship with state-plan states?,"States may operate approved occupational safety and health programs under plans meeting federal requirements, subject to federal oversight.

Reference: pp. 878–883 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH29 CIH_IHProgram Concept
What role did OSHA voluntary programs play in the history described?,"They encouraged employer participation beyond enforcement, including consultation and Voluntary Protection Programs.

Reference: pp. 874–875 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH29 CIH_IHProgram Concept
Why is OSHA rulemaking history relevant to IH practice?,"It explains how standards, enforcement policies, legal challenges, and regulatory decisions shape the requirements under which hygienists work.

Reference: pp. 825–892 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH29 CIH_IHProgram Concept
What is a key lesson from the chapter's history of litigation?,"OSHA standards and enforcement have repeatedly been shaped by statutory interpretation, court decisions, stakeholder challenges, and administrative processes.

Reference: pp. 850–892 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH29 CIH_IHProgram Concept
Why should current OSHA requirements be checked rather than relying on this 2002 history alone?,"Regulations and interpretations can change after publication; the chapter provides historical context, not a current regulatory database.

Reference: pp. 825–892 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",CH29 CIH_IHProgram Concept
What is the legal status of an ACGIH TLV according to this book?,"It is a voluntary advisory guideline, not a mandatory federal or state employee-exposure standard.

Reference: pp. 24, 919+ — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_B CIH_RiskAnalysis Concept
What is the purpose of TLVs according to the ACGIH description reproduced in the book?,"They are guides intended to assist in controlling health hazards, not precise boundaries between safe and dangerous concentrations.

Reference: p. 139 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_B CIH_RiskAnalysis Concept
What is a BEI?,"An ACGIH advisory biological limit value based on a determinant measured in biological media such as urine, blood, or expired air.

Reference: p. 1004 (glossary) — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_B CIH_RiskAnalysis Concept
What can a BEI measure?,"The substance itself, a metabolite, or another biological determinant associated with exposure.

Reference: p. 1004 (glossary) — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_B CIH_RiskAnalysis Concept
What is a key advantage of biological monitoring compared with air sampling?,"Biological monitoring can provide information about absorbed dose from all exposure routes and physiological effects of the total absorbed dose.

Reference: pp. 923–924 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_B CIH_AirSampling Concept
What are the three TLV categories described in the book?,"TLV-TWA, TLV-STEL, and TLV-Ceiling.

Reference: pp. 24, 919+ — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_B CIH_RiskAnalysis Concept
How long is the TLV-STEL averaging period?,"15 minutes.

Reference: p. 24 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_B CIH_RiskAnalysis Concept
How often may exposures above the TLV-TWA but at or below the STEL occur according to the book?,"No more than four times per workday, with at least 60 minutes between successive exposures in that range.

Reference: p. 24 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_B CIH_RiskAnalysis Concept
What is a ceiling limit intended to represent?,"A concentration that should not be exceeded during any part of the working exposure.

Reference: p. 24 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_B CIH_RiskAnalysis Concept
"At STP, what molar volume does the book use for an ideal gas?","22.4 L per gram-mole at 0°C and 760 mmHg.

Reference: p. 512 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_C CIH_BasicScience Concept
"At 25°C and the same pressure, what molar volume does the book use?","24.45 L per gram-mole.

Reference: p. 512 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_C CIH_BasicScience Concept
What is the relationship between ppm and volume fraction?,"ppm is a volume-to-volume expression: parts of contaminant per million parts of air.

Reference: p. 512 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_C CIH_BasicScience Concept
What is 1% by volume in ppm?,"10,000 ppm.

Reference: p. 157 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_C CIH_BasicScience Calculation
What gas-law relationship is used when temperature is constant?,"P₁V₁ = P₂V₂; gas volume varies inversely with pressure at constant temperature.

Reference: p. 512 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_C CIH_BasicScience Calculation
What gas-law relationship applies at constant pressure?,"Gas volume is directly proportional to absolute temperature (Kelvin or Rankine).

Reference: p. 512 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_C CIH_BasicScience Concept
What is the rule for significant figures in addition/subtraction?,"The result must not have more decimal places than the number with the fewest decimal places.

Reference: p. 995 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_D CIH_BasicScience Concept
What is the rule for significant figures in multiplication/division?,"The result must not have more significant digits than the factor with the fewest significant digits.

Reference: p. 995 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_D CIH_BasicScience Concept
"Write 5,320,000 in scientific notation with three significant digits.","5.32 × 10⁶.

Reference: p. 995 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_D CIH_BasicScience Calculation
What is a logarithm?,"The exponent to which a selected base must be raised to produce a number: aˣ = y is equivalent to x = logₐ y.

Reference: p. 996 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_D CIH_BasicScience Concept
What is the base of common logarithms?,"10.

Reference: p. 996 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_D CIH_BasicScience Concept
What is the base of natural logarithms?,"e ≈ 2.71828.

Reference: p. 996 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_D CIH_BasicScience Concept
What is the relationship between geometric mean and log-transformed data?,"For lognormal data, the geometric mean is the antilog of the mean of the logarithmically transformed observations.

Reference: p. 997 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_D CIH_BiostatsEpi Concept
What does a GSD of 1.0 indicate?,"No variability in the environmental measurements represented by the GSD.

Reference: p. 998 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_D CIH_BiostatsEpi Concept
What does a GSD of 2.0 or greater indicate according to the book?,"Relatively high environmental variability.

Reference: p. 998 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_D CIH_BiostatsEpi Concept
What three components contribute to variability in occupational environmental data?,"Random sampling-method error, random analytical-method error, and environmental variability over time.

Reference: p. 997 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_D CIH_BiostatsEpi Concept
When should a lognormal distribution generally be assumed for occupational exposure data?,"When multiple samples are used to characterize average employee exposure.

Reference: p. 997 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_D CIH_BiostatsEpi Concept
When does the book say a normal distribution may be used for exposure evaluation?,"For a ceiling check or when sampling covers the entire time period for which the standard is defined, so environmental time variability is represented in the sample.

Reference: p. 997 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_D CIH_BiostatsEpi Concept
What is the coefficient of variation (CV)?,"A measure of relative variability, also called relative standard deviation.

Reference: p. 997 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_D CIH_BiostatsEpi Concept
What approximate fraction of measurements fall within ±2 CV of the true mean for a nonvarying property?,"About 95%.

Reference: p. 997 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_D CIH_BiostatsEpi Concept
What is the dB equation used in the appendix example for relative loudness?,"N₍dB₎ = 10 log₁₀(N₂/N₁).

Reference: p. 996 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",APP_D CIH_Noise Calculation
A worker has 50 ppm exposure for 2 h and 0 ppm for 6 h. What is the 8-h TWA?,"TWA = [(50×2)+(0×6)]/8 = 12.5 ppm.

Reference: p. 514 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_AirSampling Calculation
A worker has 100 ppm exposure for 30 min in an 8-h shift and 0 ppm otherwise. What is the 8-h TWA?,"TWA = 100×0.5/8 = 6.25 ppm.

Reference: p. 514 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_AirSampling Calculation
A pump runs at 2.5 L/min for 480 min. What volume of air is sampled?,"V = 2.5×480 = 1,200 L = 1.20 m³.

Reference: p. 531 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_AirSampling Calculation
A filter collects 6 mg of contaminant while 1.20 m³ of air is sampled. What is the airborne concentration?,"C = 6 mg/1.20 m³ = 5.0 mg/m³.

Reference: p. 523 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_AirSampling Calculation
A personal sample is collected at a fixed location 20 ft from the worker. Is it automatically representative of the worker's exposure?,"No. The book identifies personal sampling in the breathing zone as preferred because fixed-location conditions may differ from those experienced by the worker.

Reference: p. 523 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_AirSampling Concept
A sampling method is consistently 15% high because the calibration is wrong. Is this primarily an accuracy or precision problem?,"Accuracy. The systematic bias moves results away from the true value.

Reference: p. 510 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_BiostatsEpi Concept
Repeated samples fluctuate widely because workplace concentrations vary from day to day. Is this primarily random variability or systematic bias?,"Random/environmental variability; it affects precision rather than creating a consistent bias.

Reference: pp. 510, 997 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_BiostatsEpi Concept
"If a lognormal exposure distribution has GSD=1.0, what does that imply?","The book treats GSD=1.0 as no environmental variability.

Reference: p. 998 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_BiostatsEpi Concept
"If an exposure dataset is positively skewed with a long high-concentration tail, what distribution is a reasonable starting assumption for repeated workplace exposure data?","A lognormal distribution.

Reference: p. 995 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_BiostatsEpi Concept
"A contaminant has a TLV-TWA of 10 ppm and a measured 8-h TWA of 8 ppm, but a 15-min exposure reaches 15 ppm. What additional criterion must be checked?","The applicable TLV-STEL or ceiling criterion; being below the TWA does not by itself rule out a short-term overexposure.

Reference: p. 24 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_RiskAnalysis Concept
Why can an exposure below a TLV still warrant investigation?,"TLVs are guides rather than absolute safe/unsafe boundaries, and individual susceptibility or other circumstances can warrant further evaluation.

Reference: pp. 24, 139 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_RiskAnalysis Concept
"A chemical has no OSHA PEL, NIOSH REL, or ACGIH TLV. What information sources can an IH use?","Internal exposure guidelines, toxicology data, literature, health surveys, manufacturer information, and other credible sources; the book emphasizes using the best available information.

Reference: p. 488 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_RiskAnalysis Concept
A dense vapor leak occurs in a large quantity from a compressed-gas source. Is a floor-level hood potentially useful?,"Yes, a substantial dense-gas/vapor release can form a ground-hugging plume, making low-level capture potentially advantageous.

Reference: p. 620 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_EngineeringControls Concept
"A small amount of a dense solvent vapor is present at 1,000 ppm. Should you assume it will all remain on the floor because it is denser than air?","No. At such dilute concentrations, the vapor-air mixture density is close to that of air and random air currents can disperse it.

Reference: p. 620 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_EngineeringControls Concept
A hood captures dust poorly because the worker stands between the source and hood. What design principle has been violated?,"The hood should be positioned so the contaminant is moved away from the operator's breathing zone before capture.

Reference: p. 595 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_EngineeringControls Concept
Why is a close-fitting hood attractive for dusty portable-tool operations?,"It can achieve high capture velocity with relatively low exhaust volume, reducing the airflow requirement.

Reference: p. 596 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_EngineeringControls Concept
"A particulate LEV duct operates at 1,000 ft/min and material is settling. What fundamental design issue should be investigated?","Insufficient transport velocity; the book cites roughly 3,000–4,000 ft/min as a common minimum range for ordinary dusts.

Reference: p. 624 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_EngineeringControls Concept
"If an LEV duct diameter is reduced while airflow remains constant, what happens to average duct velocity?","It increases because the same airflow passes through a smaller cross-sectional area.

Reference: pp. 623–624 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_EngineeringControls Calculation
"If an LEV duct diameter is reduced while airflow remains constant, what happens qualitatively to pressure loss?","It increases because the higher velocity produces greater friction and pressure losses, potentially increasing fan power requirements.

Reference: p. 624 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_EngineeringControls Concept
A process emits contaminant continuously but only a small number of workers are near the source. Which ventilation approach is generally favored?,"Local exhaust ventilation, because it captures the contaminant at the source and generally needs less airflow than dilution.

Reference: p. 595 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_EngineeringControls Concept
"A spill has stopped and the remaining room concentration is 4,000 ppm. If effective ventilation Q′ doubles, what happens to the time needed to reach a specified lower concentration?","It is approximately halved, because t is proportional to 1/Q′ in the exponential purging relationship.

Reference: p. 634 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_EngineeringControls Calculation
"For the book's dilution equation, if the target concentration L is cut in half while everything else remains constant, what happens to required Q?","Q doubles, because Q is inversely proportional to L.

Reference: p. 633 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_EngineeringControls Calculation
"For the book's dilution equation, if the safety factor K rises from 3 to 6, what happens to Q?","Q doubles, because Q is directly proportional to K.

Reference: p. 633 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_EngineeringControls Calculation
"If an indoor WBGT is calculated from Tnwb=20°C and Tgt=30°C, what is WBGTin?","0.7(20)+0.3(30)=14+9=23°C.

Reference: p. 329 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_ThermalStress Calculation
"If outdoor WBGT uses Tnwb=25°C, Tgt=35°C, and Tdb=30°C, what is WBGTout?","0.7(25)+0.2(35)+0.1(30)=17.5+7+3=27.5°C.

Reference: p. 329 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_ThermalStress Calculation
Why should WBGT not be the sole method when impermeable clothing substantially limits evaporation?,"The book states that NIOSH advises against using WBGT in that situation because evaporative cooling is restricted; heat-strain monitoring may be more feasible.

Reference: p. 329; pp. 333–335 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_ThermalStress Concept
A worker's one-minute recovery heart rate is 105 bpm. How does that compare with the book's cited HRR1 criterion for effective heat-stress control?,"It is below the cited criterion of 110 bpm.

Reference: p. 342 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_ThermalStress Concept
A worker is exposed to 90 dBA for 4 h and 95 dBA for 2 h. What is the OSHA mixed dose using the book's table?,"4/8 + 2/4 = 1.0, or 100% dose.

Reference: p. 224 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_Noise Calculation
A worker is exposed to 100 dBA for 2 h and 110 dBA for 0.5 h. What is the OSHA mixed dose?,"2/2 + 0.5/0.5 = 2.0, or 200% dose.

Reference: p. 225 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_Noise Calculation
Why can octave-band analysis be more useful than a single dBA value when designing noise controls?,"It identifies where noise energy lies across frequencies, which helps select appropriate engineering controls.

Reference: p. 220 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_Noise Concept
A sound level meter is used for an OSHA compliance measurement. Should it use fast or slow response according to the book?,"Slow response.

Reference: p. 220 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_Noise Concept
An employee has normal hearing in one ear and 100% impairment in the other. What binaural impairment does the book's AMA example produce?,"17%: [(5×0%) + 100%]/6 = 16.7%, rounded to 17%.

Reference: p. 96 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_Noise Calculation
A 100% binaural hearing impairment in the book's example translates to what whole-person impairment?,"The example's 17% binaural impairment translates to 6% whole-person impairment.

Reference: p. 96 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_Noise Concept
Why is carbon monoxide classified as a chemical asphyxiant in the book?,"It binds hemoglobin and interferes with oxygen transport rather than simply displacing oxygen.

Reference: p. 132 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_Toxicology Concept
Why is methane a simple asphyxiant?,"It can displace oxygen from the atmosphere, reducing the oxygen available for breathing.

Reference: p. 1001 (glossary) — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_Toxicology Concept
What does LD50 mean?,"The dose expected to kill 50% of a defined experimental animal population, for routes other than inhalation.

Reference: p. 126 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_Toxicology Concept
What does LC50 mean?,"The airborne concentration expected to kill 50% of a defined experimental animal population during a stated exposure period.

Reference: p. 127 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_Toxicology Concept
Why must exposure duration accompany an LC value?,"A given concentration can produce different effects depending on exposure duration, so the time period is integral to interpreting the LC.

Reference: p. 127 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_Toxicology Concept
What are the three components of an exposure-assessment characterization before grouping SEGs?,"Workplace, workforce, and agent characterization.

Reference: pp. 795–796 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_IHProgram Concept
A training course gives employees information but does not change behavior because the issue is lack of motivation. Is training alone likely to solve the problem?,"No. The chapter states training can address lack of knowledge or incorrect knowledge, but not effectively a lack of motivation or attention.

Reference: p. 798 — Fundamentals of Industrial Hygiene, 5th ed. (2002).",INTEGRATED CIH_IHProgram Concept
